table_schema,table_name,column_name,data_type,character_maximum_length,numeric_precision,numeric_scale
yahooquery,fundamentals_summary_data,summary_ask,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_asksize,numeric,NULL,30,0
yahooquery,fundamentals_summary_data,summary_averagedailyvolume10day,numeric,NULL,30,0
yahooquery,fundamentals_summary_data,summary_averagevolume,numeric,NULL,30,0
yahooquery,fundamentals_summary_data,summary_averagevolume10days,numeric,NULL,30,0
yahooquery,fundamentals_summary_data,summary_beta,numeric,NULL,12,6
yahooquery,fundamentals_summary_data,summary_bid,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_bidsize,numeric,NULL,30,0
yahooquery,fundamentals_summary_data,summary_coinmarketcaplink,text,NULL,NULL,NULL
yahooquery,fundamentals_summary_data,summary_currency,text,NULL,NULL,NULL
yahooquery,fundamentals_summary_data,summary_dayhigh,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_daylow,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_dividendrate,numeric,NULL,12,6
yahooquery,fundamentals_summary_data,summary_dividendyield,numeric,NULL,12,6
yahooquery,fundamentals_summary_data,summary_exdividenddate,timestamp without time zone,NULL,NULL,NULL
yahooquery,fundamentals_summary_data,summary_fiftydayaverage,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_fiftytwoweekhigh,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_fiftytwoweeklow,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_fiveyearavgdividendyield,numeric,NULL,12,6
yahooquery,fundamentals_summary_data,summary_forwardpe,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_fromcurrency,text,NULL,NULL,NULL
yahooquery,fundamentals_summary_data,summary_lastmarket,text,NULL,NULL,NULL
yahooquery,fundamentals_summary_data,summary_marketcap,numeric,NULL,30,0
yahooquery,fundamentals_summary_data,summary_maxage,numeric,NULL,30,0
yahooquery,fundamentals_summary_data,summary_open,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_payoutratio,numeric,NULL,12,6
yahooquery,fundamentals_summary_data,summary_previousclose,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_pricehint,numeric,NULL,30,0
yahooquery,fundamentals_summary_data,summary_pricetosalestrailing12months,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_regularmarketdayhigh,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_regularmarketdaylow,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_regularmarketopen,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_regularmarketpreviousclose,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_regularmarketvolume,numeric,NULL,30,0
yahooquery,fundamentals_summary_data,summary_tocurrency,text,NULL,NULL,NULL
yahooquery,fundamentals_summary_data,summary_tradeable,boolean,NULL,NULL,NULL
yahooquery,fundamentals_summary_data,summary_trailingannualdividendrate,numeric,NULL,12,6
yahooquery,fundamentals_summary_data,summary_trailingannualdividendyield,numeric,NULL,12,6
yahooquery,fundamentals_summary_data,summary_trailingpe,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_twohundreddayaverage,numeric,NULL,18,6
yahooquery,fundamentals_summary_data,summary_volume,numeric,NULL,30,0
yahooquery,pricing_history,symbol,text,NULL,NULL,NULL
yahooquery,pricing_history,date,date,NULL,NULL,NULL
yahooquery,pricing_history,ticker,text,NULL,NULL,NULL
yahooquery,pricing_history,open,numeric,NULL,18,6
yahooquery,pricing_history,high,numeric,NULL,18,6
yahooquery,pricing_history,low,numeric,NULL,18,6
yahooquery,pricing_history,close,numeric,NULL,18,6
yahooquery,pricing_history,adjclose,numeric,NULL,18,6
yahooquery,pricing_history,volume,bigint,NULL,64,0
yahooquery,pricing_history,dividends,numeric,NULL,18,6
yahooquery,pricing_history,splits,numeric,NULL,18,6
yahooquery,pricing_option_chain,date,date,NULL,NULL,NULL
yahooquery,pricing_option_chain,symbol,text,NULL,NULL,NULL
yahooquery,pricing_option_chain,expiration,date,NULL,NULL,NULL
yahooquery,pricing_option_chain,optiontype,text,NULL,NULL,NULL
yahooquery,pricing_option_chain,contractsymbol,text,NULL,NULL,NULL
yahooquery,pricing_option_chain,strike,numeric,NULL,12,4
yahooquery,pricing_option_chain,lastprice,numeric,NULL,12,4
yahooquery,pricing_option_chain,bid,numeric,NULL,12,4
yahooquery,pricing_option_chain,ask,numeric,NULL,12,4
yahooquery,pricing_option_chain,volume,integer,NULL,32,0
yahooquery,pricing_option_chain,openinterest,integer,NULL,32,0
yahooquery,pricing_option_chain,impliedvolatility,numeric,NULL,8,6
yahooquery,pricing_option_chain,inthemoney,boolean,NULL,NULL,NULL
yahooquery,pricing_technical_insights,date,date,NULL,NULL,NULL
yahooquery,pricing_technical_insights,symbol,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,instrument_provider,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,sector,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,st_state_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,st_direction,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,st_score,integer,NULL,32,0
yahooquery,pricing_technical_insights,st_score_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,st_sector_direction,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,st_sector_score,integer,NULL,32,0
yahooquery,pricing_technical_insights,st_sector_score_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,st_index_direction,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,st_index_score,integer,NULL,32,0
yahooquery,pricing_technical_insights,st_index_score_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,it_state_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,it_direction,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,it_score,integer,NULL,32,0
yahooquery,pricing_technical_insights,it_score_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,it_sector_direction,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,it_sector_score,integer,NULL,32,0
yahooquery,pricing_technical_insights,it_sector_score_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,it_index_direction,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,it_index_score,integer,NULL,32,0
yahooquery,pricing_technical_insights,it_index_score_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,lt_state_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,lt_direction,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,lt_score,integer,NULL,32,0
yahooquery,pricing_technical_insights,lt_score_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,lt_sector_direction,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,lt_sector_score,integer,NULL,32,0
yahooquery,pricing_technical_insights,lt_sector_score_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,lt_index_direction,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,lt_index_score,integer,NULL,32,0
yahooquery,pricing_technical_insights,lt_index_score_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,keytechnicals_provider,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,support,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,resistance,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,stoploss,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,valuation_color,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,valuation_desc,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,valuation_discount,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,valuation_relative,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,valuation_provider,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,company_sector_info,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,comp_innovativeness,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,comp_hiring,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,comp_sustainability,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,comp_insider_sentiments,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,comp_earnings_reports,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,comp_dividends,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,sector_innovativeness,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,sector_hiring,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,sector_sustainability,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,sector_insider_sentiments,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,sector_earnings_reports,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,sector_dividends,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,target_price,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_insights,recommendation_provider,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,recommendation_rating,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,ms_bullish_summary,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,ms_bearish_summary,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,company_name,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,ms_summary_date,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,upsell_report_type,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,research_report_id,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,research_provider,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,research_title,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,research_date,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,research_summary,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,research_rating,text,NULL,NULL,NULL
yahooquery,pricing_technical_insights,events,jsonb,NULL,NULL,NULL
yahooquery,pricing_technical_insights,sig_devs,jsonb,NULL,NULL,NULL
yahooquery,pricing_technical_insights,sec_reports,jsonb,NULL,NULL,NULL
yahooquery,pricing_technical_reports,date,date,NULL,NULL,NULL
yahooquery,pricing_technical_reports,symbol,text,NULL,NULL,NULL
yahooquery,pricing_technical_reports,id,text,NULL,NULL,NULL
yahooquery,pricing_technical_reports,headhtml,text,NULL,NULL,NULL
yahooquery,pricing_technical_reports,provider,text,NULL,NULL,NULL
yahooquery,pricing_technical_reports,reportdate,timestamp without time zone,NULL,NULL,NULL
yahooquery,pricing_technical_reports,reporttitle,text,NULL,NULL,NULL
yahooquery,pricing_technical_reports,title,text,NULL,NULL,NULL
yahooquery,pricing_technical_reports,targetprice,numeric,NULL,NULL,NULL
yahooquery,pricing_technical_reports,investmentrating,text,NULL,NULL,NULL
yahooquery,pricing_technical_reports,tickers_str,text,NULL,NULL,NULL
